Bankable,Breeedable Form,Origin,Games First Appears On,Form variant,Regional form,Special form,Family,Family order,Evolution,Pokémon,Pokémon Fr,Dex,Sprites,Shiny Sprites,Icon,Bulbapedia Name,Bankable-ish,Slug,Type 1,Type 1 ico,Type 2,Type 2 ico,Steps,Egg Group,Egg Group 2,Male,Female,Ability 1,Ability 2,Hidden Ability,Abilities,All Moves,Move Type,Natures,Increases,Decreases
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Combee,2,,Combee ♀,Apitrini ♀,415,,,combee,Combee,,combee-f,Bug,,Flying,,"3,840",Bug,,88.10%,11.90%,Honey Gather,,Hustle,,Steam Eruption,Water,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Combee,3,,Alpha Combee ♀,Baron Apitrini ♀,415,,,combee,Combee,,combee-f-alpha,Bug,,Flying,,"3,840",Bug,,88.10%,11.90%,Honey Gather,,Hustle,,Steam Eruption,Water,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Combee,4,21 (Female),Vespiquen,Apireine,416,,,vespiquen,Vespiquen,,vespiquen,Bug,,Flying,,"3,840",Bug,,0.00%,100.00%,Pressure,,Unnerve,,Steamroller,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Combee,5,21 (Female),Alpha Vespiquen,Baron Apireine,416,,,vespiquen,Vespiquen,,vespiquen-alpha,Bug,,Flying,,"3,840",Bug,,0.00%,100.00%,Pressure,,Unnerve,,Steamroller,Bug,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Pachirisu,0,,Pachirisu,Pachirisu,417,,,pachirisu,Pachirisu,,pachirisu,Electric,,,,"2,560",Field,Fairy,50.00%,50.00%,Run Away,Pickup,Volt Absorb,,Steel Beam,Steel,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Pachirisu,1,,Alpha Pachirisu,Baron Pachirisu,417,,,pachirisu,Pachirisu,,pachirisu-alpha,Electric,,,,"2,560",Field,Fairy,50.00%,50.00%,Run Away,Pickup,Volt Absorb,,Steel Beam,Steel,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Pachirisu,2,,Pachirisu ♀,Pachirisu ♀,417,,,pachirisu,Pachirisu,,pachirisu-f,Electric,,,,"2,560",Field,Fairy,50.00%,50.00%,Run Away,Pickup,Volt Absorb,,Steel Wing,Steel,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Pachirisu,3,,Alpha Pachirisu ♀,Baron Pachirisu ♀,417,,,pachirisu,Pachirisu,,pachirisu-alpha-f,Electric,,,,"2,560",Field,Fairy,50.00%,50.00%,Run Away,Pickup,Volt Absorb,,Steel Wing,Steel,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Buizel,0,,Buizel,Mustébouée,418,,,buizel,Buizel,,buizel,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Sticky Web,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Buizel,1,,Alpha Buizel,Baron Mustébouée,418,,,buizel,Buizel,,buizel-alpha,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Sticky Web,Bug,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Buizel,2,,Buizel ♀,Mustébouée ♀,418,,,buizel,Buizel,,buizel-f,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Stockpile,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Buizel,3,,Alpha Buizel ♀,Baron Mustébouée ♀,418,,,buizel,Buizel,,buizel-f-alpha,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Stockpile,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Buizel,4,26,Floatzel,Mustéflott,419,,,floatzel,Floatzel,,floatzel,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Stoked Sparksurfer,Electric,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Buizel,5,26,Alpha Floatzel,Baron Mustéflott,419,,,floatzel,Floatzel,,floatzel-alpha,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Stoked Sparksurfer,Electric,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Buizel,6,26,Floatzel ♀,Mustéflott ♀,419,,,floatzel,Floatzel,,floatzel-f,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Stomp,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Buizel,7,26,Alpha Floatzel ♀,Baron Mustéflott ♀,419,,,floatzel,Floatzel,,floatzel-alpha-f,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Swift Swim,,Water Veil,,Stomp,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Cherubi,0,,Cherubi,Ceribou,420,,,cherubi,Cherubi,,cherubi,Grass,,,,"5,120",Fairy,Grass,50.00%,50.00%,Chlorophyll,,,,Stomping Tantrum,Ground,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Cherubi,1,,Alpha Cherubi,Baron Ceribou,420,,,cherubi,Cherubi,,cherubi-alpha,Grass,,,,"5,120",Fairy,Grass,50.00%,50.00%,Chlorophyll,,,,Stomping Tantrum,Ground,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Cherubi,2,25,Cherrim,Ceriflor,421,,,cherrim,Cherrim,,cherrim,Grass,,,,"5,120",Fairy,Grass,50.00%,50.00%,Flower Gift,,,,Stone Edge,Rock,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Cherubi,3,25,Alpha Cherrim,Baron Ceriflor,421,,,cherrim,Cherrim,,cherrim-alpha,Grass,,,,"5,120",Fairy,Grass,50.00%,50.00%,Flower Gift,,,,Stone Edge,Rock,,,
No,No,4,"Diamond, Pearl, Platinium",Battle,,,Cherubi,4,,Sunshine Cherrim,Ceriflor Temps Ensoleillé,421,,,cherrim-sunshine,Cherrim,,cherrim-sunshine,Grass,,,,"5,120",Fairy,Grass,50.00%,50.00%,Flower Gift,,,,Stored Power,Pyschic,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,West Shellos,0,,West Shellos,Sancoki Mer Orient,422,,,shellos,Shellos,,shellos,Water,,,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Storm Throw,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,West Shellos,1,,Alpha West Shellos,Baron West Sancoki,422,,,shellos,Shellos,,shellos-alpha,Water,,,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Storm Throw,Fighting,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,West Shellos,2,,East Shellos,Sancoki Mer Occident,422,,,shellos-east,Shellos,,shellos-east,Water,,,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Strange Steam,Fairy,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,West Shellos,3,,Alpha East Shellos,Baron Sancoki Mer Occident,422,,,shellos-east,Shellos,,shellos-east-alpha,Water,,,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Strange Steam,Fairy,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,West Shellos,4,30,West Gastrodon,Tritosor Mer Orient,423,,,gastrodon,Gastrodon,,gastrodon,Water,,Ground,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Strength,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,West Shellos,5,30,Alpha West Gastrodon,Baron Tritosor Mer Orient,423,,,gastrodon,Gastrodon,,gastrodon-alpha,Water,,Ground,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Strength,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,West Shellos,6,30,East Gastrodon,Tritosor Mer Occident,423,,,gastrodon-east,Gastrodon,,gastrodon-east,Water,,Ground,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Strength Sap,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,West Shellos,7,30,Alpha East Gastrodon,Baron Tritosor Mer Occident,423,,,gastrodon-east,Gastrodon,,gastrodon-east-alpha,Water,,Ground,,"5,120",Water 1,Amorphous,50.00%,50.00%,Sticky Hold,Storm Drain,Sand Force,,Strength Sap,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Aipom,8,32 (Double Hit),Ambipom,Capidextre,424,,,ambipom,Ambipom,,ambipom,Normal,,,,"5,120",Field,,50.00%,50.00%,Technician,Pickup,Skill Link,,String Shot,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Aipom,9,32 (Double Hit),Alpha Ambipom,Baron Capidextre,424,,,ambipom,Ambipom,,ambipom-alpha,Normal,,,,"5,120",Field,,50.00%,50.00%,Technician,Pickup,Skill Link,,String Shot,Bug,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Aipom,10,32 (Double Hit),Ambipom ♀,Capidextre ♀,424,,,ambipom,Ambipom,,ambipom-f,Normal,,,,"5,120",Field,,50.00%,50.00%,Technician,Pickup,Skill Link,,Struggle,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Aipom,11,32 (Double Hit),Alpha Ambipom ♀,Baron Capidextre ♀,424,,,ambipom,Ambipom,,ambipom-alpha-f,Normal,,,,"5,120",Field,,50.00%,50.00%,Technician,Pickup,Skill Link,,Struggle,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Drifloon,0,,Drifloon,Baudrive,425,,,drifloon,Drifloon,,drifloon,Ghost,,Flying,,"7,680",Amorphous,,50.00%,50.00%,Aftermath,Unburden,Flare Boost,,Struggle Bug,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Drifloon,1,,Alpha Drifloon,Baron Baudrive,425,,,drifloon,Drifloon,,drifloon-alpha,Ghost,,Flying,,"7,680",Amorphous,,50.00%,50.00%,Aftermath,Unburden,Flare Boost,,Struggle Bug,Bug,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Drifloon,2,28,Drifblim,Grodrive,426,,,drifblim,Drifblim,,drifblim,Ghost,,Flying,,"7,680",Amorphous,,50.00%,50.00%,Aftermath,Unburden,Flare Boost,,Stuff Cheeks,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Drifloon,3,28,Alpha Drifblim,Baron Grodrive,426,,,drifblim,Drifblim,,drifblim-alpha,Ghost,,Flying,,"7,680",Amorphous,,50.00%,50.00%,Aftermath,Unburden,Flare Boost,,Stuff Cheeks,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Buneary,0,,Buneary,Laporeille,427,,,buneary,Buneary,,buneary,Normal,,,,"5,120",Field,Human-Like,50.00%,50.00%,Run Away,Klutz,Limber,,Stun Spore,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Buneary,1,,Alpha Buneary,Baron Laporeille,427,,,buneary,Buneary,,buneary-alpha,Normal,,,,"5,120",Field,Human-Like,50.00%,50.00%,Run Away,Klutz,Limber,,Stun Spore,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Buneary,2,2 (Happiness),Lopunny,Lockpin,428,,,lopunny,Lopunny,,lopunny,Normal,,,,"5,120",Field,Human-Like,50.00%,50.00%,Cute Charm,Klutz,Limber,,Submission,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Buneary,3,2 (Happiness),Alpha Lopunny,Baron Lockpin,428,,,lopunny,Lopunny,,lopunny-alpha,Normal,,,,"5,120",Field,Human-Like,50.00%,50.00%,Cute Charm,Klutz,Limber,,Submission,Fighting,,,
No,No,6,"X, Y",,,Mega,Buneary,4,,Mega Lopunny,Mega Lockpin,428,,,lopunny-mega,Lopunny,Yes,lopunny-mega,Normal,,Fighting,,"5,120",Field,Human-Like,50.00%,50.00%,Scrappy,,,,Substitute,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Misdreavus,5,Dusk Stone,Mismagius,Magirêve,429,,,mismagius,Mismagius,,mismagius,Ghost,,,,"6,240",Amorphous,,50.00%,50.00%,Levitate,,,,Subzero Slammer,Ice,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Misdreavus,6,Dusk Stone,Alpha Mismagius,Baron Magirêve,429,,,mismagius,Mismagius,,mismagius-alpha,Ghost,,,,"6,240",Amorphous,,50.00%,50.00%,Levitate,,,,Subzero Slammer,Ice,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Murkrow,7,Dusk Stone,Honchkrow,Corboss,430,,,honchkrow,Honchkrow,,honchkrow,Dark,,Flying,,"5,120",Flying,,50.00%,50.00%,Insomnia,Super Luck,Moxie,,Sucker Punch,Dark,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Murkrow,8,Dusk Stone,Alpha Honchkrow,Baron Corboss,430,,,honchkrow,Honchkrow,,honchkrow-alpha,Dark,,Flying,,"5,120",Flying,,50.00%,50.00%,Insomnia,Super Luck,Moxie,,Sucker Punch,Dark,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Glameow,0,,Glameow,Chaglam,431,,,glameow,Glameow,,glameow,Normal,,,,"5,120",Field,,25.00%,75.00%,Limber,Own Tempo,Keen Eye,,Sunny Day,Fire,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Glameow,1,,Alpha Glameow,Baron Chaglam,431,,,glameow,Glameow,,glameow-alpha,Normal,,,,"5,120",Field,,25.00%,75.00%,Limber,Own Tempo,Keen Eye,,Sunny Day,Fire,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Glameow,2,38,Purugly,Chaffreux,432,,,purugly,Purugly,,purugly,Normal,,,,"5,120",Field,,25.00%,75.00%,Thick Fat,Own Tempo,Defiant,,Sunsteel Strike,Steel,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Glameow,3,38,Alpha Purugly,Baron Chaffreux,432,,,purugly,Purugly,,purugly-alpha,Normal,,,,"5,120",Field,,25.00%,75.00%,Thick Fat,Own Tempo,Defiant,,Sunsteel Strike,Steel,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Chimecho,4,,Chingling,Korillon,433,,,chingling,Chingling,,chingling,Pyschic,,,,"6,240",Undiscovered,,50.00%,50.00%,Levitate,,,,Super Fang,Normal,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Chimecho,5,,Alpha Chingling,Baron Korillon,433,,,chingling,Chingling,,chingling-alpha,Pyschic,,,,"6,240",Undiscovered,,50.00%,50.00%,Levitate,,,,Super Fang,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Stunky,0,,Stunky,Moufouette,434,,,stunky,Stunky,,stunky,Poison,,Dark,,"5,120",Field,,50.00%,50.00%,Stench,Aftermath,Keen Eye,,Superpower,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Stunky,1,,Alpha Stunky,Baron Moufouette,434,,,stunky,Stunky,,stunky-alpha,Poison,,Dark,,"5,120",Field,,50.00%,50.00%,Stench,Aftermath,Keen Eye,,Superpower,Fighting,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Stunky,2,34,Skuntank,Moufflair,435,,,skuntank,Skuntank,,skuntank,Poison,,Dark,,"5,120",Field,,50.00%,50.00%,Stench,Aftermath,Keen Eye,,Supersonic,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Stunky,3,34,Alpha Skuntank,Baron Moufflair,435,,,skuntank,Skuntank,,skuntank-alpha,Poison,,Dark,,"5,120",Field,,50.00%,50.00%,Stench,Aftermath,Keen Eye,,Supersonic,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Bronzor,0,,Bronzor,Archéomire,436,,,bronzor,Bronzor,,bronzor,Steel,,Pyschic,,"5,120",Mineral,,○,○,Levitate,Heatproof,Heavy Metal,,Supersonic Skystrike,Flying,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Bronzor,1,,Alpha Bronzor,Baron Archéomire,436,,,bronzor,Bronzor,,bronzor-alpha,Steel,,Pyschic,,"5,120",Mineral,,○,○,Levitate,Heatproof,Heavy Metal,,Supersonic Skystrike,Flying,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Bronzor,2,33,Bronzong,Archéodong,437,,,bronzong,Bronzong,,bronzong,Steel,,Pyschic,,"5,120",Mineral,,○,○,Levitate,Heatproof,Heavy Metal,,Surf,Water,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Bronzor,3,33,Alpha Bronzong,Baron Archéodong,437,,,bronzong,Bronzong,,bronzong-alpha,Steel,,Pyschic,,"5,120",Mineral,,○,○,Levitate,Heatproof,Heavy Metal,,Surf,Water,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Sudowoodo,4,,Bonsly,Manzaï,438,,,bonsly,Bonsly,,bonsly,Rock,,,,"5,120",Undiscovered,,50.00%,50.00%,Sturdy,Rock Head,Rattled,,Swagger,Normal,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Sudowoodo,5,,Alpha Bonsly,Baron Manzaï,438,,,bonsly,Bonsly,,bonsly-alpha,Rock,,,,"5,120",Undiscovered,,50.00%,50.00%,Sturdy,Rock Head,Rattled,,Swagger,Normal,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Mr. Mime,6,,Mime Jr.,Mime Jr.,439,,,mime-jr,Mime Jr.,,mime-jr,Pyschic,,Fairy,,"6,240",Undiscovered,,50.00%,50.00%,Soundproof,Filter,Technician,,Swallow,Normal,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Mr. Mime,7,,Alpha Mime Jr.,Baron Mime Jr.,439,,,mime-jr,Mime Jr.,,mime-jr-alpha,Pyschic,,Fairy,,"6,240",Undiscovered,,50.00%,50.00%,Soundproof,Filter,Technician,,Swallow,Normal,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Chansey,8,,Happiny,Ptiravi,440,,,happiny,Happiny,,happiny,Normal,,,,"10,240",Undiscovered,,0.00%,100.00%,Natural Cure,Serene Grace,Friend Guard,,Sweet Kiss,Fairy,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Chansey,9,,Alpha Happiny,Baron Ptiravi,440,,,happiny,Happiny,,happiny-alpha,Normal,,,,"10,240",Undiscovered,,0.00%,100.00%,Natural Cure,Serene Grace,Friend Guard,,Sweet Kiss,Fairy,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Chatot,0,,Chatot,Pijako,441,,,chatot,Chatot,,chatot,Normal,,Flying,,"5,120",Flying,,50.00%,50.00%,Keen Eye,Tangled Feet,Big Pecks,,Sweet Scent,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Chatot,1,,Alpha Chatot,Baron Pijako,441,,,chatot,Chatot,,chatot-alpha,Normal,,Flying,,"5,120",Flying,,50.00%,50.00%,Keen Eye,Tangled Feet,Big Pecks,,Sweet Scent,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Spiritomb,0,,Spiritomb,Spiritomb,442,,,spiritomb,Spiritomb,,spiritomb,Ghost,,Dark,,"7,680",Amorphous,,50.00%,50.00%,Pressure,,Infiltrator,,Swift,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Spiritomb,1,,Alpha Spiritomb,Baron Spiritomb,442,,,spiritomb,Spiritomb,,spiritomb-alpha,Ghost,,Dark,,"7,680",Amorphous,,50.00%,50.00%,Pressure,,Infiltrator,,Swift,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Gible,0,,Gible,Griknot,443,,,gible,Gible,,gible,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Switcheroo,Dark,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Gible,1,,Alpha Gible,Baron Griknot,443,,,gible,Gible,,gible-alpha,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Switcheroo,Dark,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Gible,2,,Gible ♀,Griknot ♀,443,,,gible,Gible,,gible-f,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Swords Dance,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Gible,3,,Alpha Gible ♀,Baron Griknot ♀,443,,,gible,Gible,,gible-f-alpha,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Swords Dance,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Gible,4,24,Gabite,Carmache,444,,,gabite,Gabite,,gabite,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Synchronoise,Pyschic,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Gible,5,24,Alpha Gabite,Baron Carmache,444,,,gabite,Gabite,,gabite-alpha,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Synchronoise,Pyschic,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Gible,6,24,Gabite ♀,Carmache ♀,444,,,gabite,Gabite,,gabite-f,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Synthesis,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Gible,7,24,Alpha Gabite ♀,Baron Carmache ♀,444,,,gabite,Gabite,,gabite-alpha-f,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Synthesis,Grass,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Gible,8,48,Garchomp,Carchacrok,445,,,garchomp,Garchomp,,garchomp,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Tackle,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Gible,9,48,Alpha Garchomp,Baron Carchacrok,445,,,garchomp,Garchomp,,garchomp-alpha,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Tackle,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Gible,10,48,Garchomp ♀,Carchacrok ♀,445,,,garchomp,Garchomp,,garchomp-f,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Tail Glow,Bug,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Gible,11,48,Alpha Garchomp ♀,Baron Carchacrok ♀,445,,,garchomp,Garchomp,,garchomp-alpha-f,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Veil,,Rough Skin,,Tail Glow,Bug,,,
No,No,6,"X, Y",,,Mega,Gible,12,,Mega Garchomp,Mega Carchacrok,445,,,garchomp-mega,Garchomp,Yes,garchomp-mega,Dragon,,Ground,,"10,240",Monster,Dragon,50.00%,50.00%,Sand Force,,,,Tail Slap,Normal,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Snorlax,13,,Munchlax,Goinfrex,446,,,munchlax,Munchlax,,munchlax,Normal,,,,"10,240",Undiscovered,,88.10%,11.90%,Pickup,Thick Fat,Gluttony,,Tail Whip,Normal,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Snorlax,14,,Alpha Munchlax,Baron Goinfrex,446,,,munchlax,Munchlax,,munchlax-alpha,Normal,,,,"10,240",Undiscovered,,88.10%,11.90%,Pickup,Thick Fat,Gluttony,,Tail Whip,Normal,,,
Yes,No,4,"Diamond, Pearl, Platinium",,,,Riolu,0,,Riolu,Riolu,447,,,riolu,Riolu,,riolu,Fighting,,,,"6,240",Undiscovered,,88.10%,11.90%,Steadfast,Inner Focus,Prankster,,Tailwind,Flying,,,
Yes,No,8,Pokémon Legends Arceus,,,Alpha,Riolu,1,,Alpha Riolu,Baron Riolu,447,,,riolu,Riolu,,riolu-alpha,Fighting,,,,"6,240",Undiscovered,,88.10%,11.90%,Steadfast,Inner Focus,Prankster,,Tailwind,Flying,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Riolu,2,2 (Day + Happiness),Lucario,Lucario,448,,,lucario,Lucario,,lucario,Fighting,,Steel,,"6,240",Field,Human-Like,88.10%,11.90%,Steadfast,Inner Focus,Justified,,Take Down,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Riolu,3,2 (Day + Happiness),Alpha Lucario,Baron Lucario,448,,,lucario,Lucario,,lucario-alpha,Fighting,,Steel,,"6,240",Field,Human-Like,88.10%,11.90%,Steadfast,Inner Focus,Justified,,Take Down,Normal,,,
No,No,6,"X, Y",,,Mega,Riolu,4,,Mega Lucario,Mega Lucario,448,,,lucario-mega,Lucario,Yes,lucario-mega,Fighting,,Steel,,"6,240",Field,Human-Like,88.10%,11.90%,Adaptability,,,,Tar Shot,Rock,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Hippopotas,0,,Hippopotas,Hippopotas,449,,,hippopotas,Hippopotas,,hippopotas,Ground,,,,"7,680",Field,,50.00%,50.00%,Sand Stream,,Sand Force,,Taunt,Dark,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Hippopotas,1,,Alpha Hippopotas,Baron Hippopotas,449,,,hippopotas,Hippopotas,,hippopotas-alpha,Ground,,,,"7,680",Field,,50.00%,50.00%,Sand Stream,,Sand Force,,Taunt,Dark,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Hippopotas,2,,Hippopotas ♀,Hippopotas ♀,449,,,female/hippopotas,Hippopotas,,hippopotas-f,Ground,,,,"7,680",Field,,50.00%,50.00%,Sand Stream,,Sand Force,,Tearful Look,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Hippopotas,3,,Alpha Hippopotas ♀,Baron Hippopotas ♀,449,,,female/hippopotas,Hippopotas,,hippopotas-f-alpha,Ground,,,,"7,680",Field,,50.00%,50.00%,Sand Stream,,Sand Force,,Tearful Look,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",,,,Hippopotas,4,34,Hippowdon,Hippodocus,450,,,hippowdon,Hippowdon,,hippowdon,Ground,,,,"7,680",Field,,50.00%,50.00%,Sand Stream,,Sand Force,,Teatime,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Hippopotas,5,34,Alpha Hippowdon,Baron Hippodocus,450,,,hippowdon,Hippowdon,,hippowdon-alpha,Ground,,,,"7,680",Field,,50.00%,50.00%,Sand Stream,,Sand Force,,Teatime,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Hippopotas,6,34,Hippowdon ♀,Hippodocus ♀,450,,,female/hippowdon,Hippowdon,,hippowdon-f,Ground,,,,"7,680",Field,,50.00%,50.00%,Sand Stream,,Sand Force,,Techno Blast,Normal,,,
